pitcher_id,n_swings,mean_disruption_tax,mean_spatial_distortion_tax,mean_distortion_tax,mean_selection_tax,mean_distortion_share,mean_adjusted_disruption_tax,mean_miss_distortion_tax,mean_decision_cost
594835,226,-0.009672246210688712,-0.0040955368869219026,-0.0055018135064438985,-0.004170432704244813,0.6765408851634364,-0.018762139173290532,-0.0033768866597123507,-0.08552478585301236
686790,115,-0.011964396264283719,-0.004502485741806295,-0.005469575902410489,-0.00649482036187323,0.7178955278514578,-0.020385316106152882,-0.0007279412778006343,-0.07836730350825077
642528,348,-0.008073461110007996,-0.0045431746168735875,-0.005379401869302623,-0.0026940592407053753,0.6819147310786855,-0.01618118817808906,-0.0034293812179850606,-0.0942222697756709
598264,85,-0.009963117971345168,-0.0036435027676082854,-0.005347996873375609,-0.004615121097969559,0.6250607987121886,-0.02328836271262574,-0.0054498903366936025,-0.09850024082132845
662253,1089,-0.012465326535112637,-0.003947707957531415,-0.00534522024918548,-0.007120106285927157,0.6671006224032878,-0.022611239128079337,-0.0032217394839670803,-0.07779179363439959
519151,922,-0.008852538055233495,-0.004033969215649076,-0.005342133820179673,-0.0035104042350538227,0.6417197572028726,-0.018686283316535282,-0.0033941659208635176,-0.09091816163136549
682274,158,-0.0010858024021199312,-0.004414304866990269,-0.005327167725667384,0.004241365323547453,0.5878425459244354,-0.01303318237977552,-0.0026360943460491757,-0.07814751162920504
677976,105,-0.005601230558533676,-0.004749399707471439,-0.005198313695712576,-0.000402916862821101,0.7043992570209219,-0.015413554837574804,-0.0055827539981595006,-0.10782714760614574
669145,55,0.005557920639027694,-0.004401967977683419,-0.005131531699908358,0.01068945233893605,0.698817513765433,-0.0018098894075014383,-0.0023659509408840516,-0.09139351190049877
669432,1774,-0.007598090789447751,-0.004047346927456708,-0.005127596820384256,-0.0024704939690634946,0.6211886520366037,-0.015530559359113386,-0.0038684727611271825,-0.09310850179034064
663986,234,-0.005925045740185454,-0.00404014971200769,-0.005122399562290546,-0.0008026461778949082,0.5857601137119646,-0.018854715437496967,-0.0030748397519636747,-0.08280597952292512
656793,69,-0.008269505944532563,-0.004290289459411926,-0.00507569197340605,-0.0031938139711265123,0.4786373168725679,-0.014331289934937336,-0.0009646800729824522,-0.08243997816691376
694813,1100,-0.010213732461425715,-0.004228870891783885,-0.005026758236869989,-0.005186974224555725,0.6048424611898687,-0.0175447064792956,-0.002470192278288911,-0.09337518774052639
669391,97,-0.0016449492835194889,-0.0043915567874797945,-0.004972143892879139,0.0033271946093596486,0.6153327571651916,-0.00859264095590974,5.5477375175252665e-05,-0.08199609966489048
641871,156,-0.011935099923011337,-0.0036122871796557586,-0.004922524585783289,-0.007012575337228047,0.5970061705028322,-0.020546887278407484,-0.001975289290443633,-0.08683454095430682
696136,729,-0.00958679510970953,-0.003860525709499353,-0.0048947521247601775,-0.004692042984949353,0.5772686923349785,-0.01914223479796119,-0.0033474587863099132,-0.07995143617841889
592848,76,-0.006276184084223161,-0.0035362595100058964,-0.004838644635121937,-0.0014375394491012233,0.6740787065584299,-0.018009755866514626,0.0005319309968820918,-0.07447291304258037
682120,762,-0.010660233308361838,-0.0033473465977033085,-0.004785756572395369,-0.005874476735966469,0.6499137403699445,-0.01956614163267158,-0.003426449024493977,-0.09176364208009966
666129,717,-0.010907208346183746,-0.0031229878362622012,-0.004717905866298036,-0.006189302479885711,0.6596661119717013,-0.02120155885170312,-0.00501042557614834,-0.09131138277507986
571578,2856,-0.007150685728597365,-0.003826001976851156,-0.004695608846097811,-0.0024550768824995535,0.660417572474157,-0.01566460457241462,-0.004288356070013388,-0.08994925664744856
612434,296,-0.00909880281738795,-0.003197338604395437,-0.004607809496413898,-0.004490993320974053,0.7332625786884756,-0.016246127081127118,-0.0008664438767052562,-0.10247251449276348
621139,136,-0.00971065260128463,-0.003220335229095098,-0.004593391743798576,-0.005117260857486053,0.5993712149756117,-0.02094420126260768,-0.003193324827207048,-0.08594751370072716
678394,2861,-0.011457658438319869,-0.0029379951974159357,-0.004559980166902374,-0.006897678271417495,0.6659930037032727,-0.01916635776990319,-0.0030163456866755304,-0.09544114530968806
689225,1008,-0.009170010885290866,-0.003929096797095656,-0.0045225392624380885,-0.0046474716228527765,0.5221812746914295,-0.01680527540746771,-0.0029117865728100377,-0.09519601316769419
543518,564,-0.00975110043102354,-0.003085236575779041,-0.00446977109476387,-0.005281329336259671,0.572289999010415,-0.018005643627656567,-0.0034640311114082518,-0.09244012193871833
658648,949,-0.0101753828197743,-0.0032518954067754006,-0.004460608921122958,-0.005714773898651343,0.6323875601424533,-0.02097325909373312,-0.003842032364861624,-0.08981006987083029
624647,187,-0.009699413959698543,-0.0035451212607963472,-0.004450711828882546,-0.005248702130815997,0.6429982183747973,-0.016503367465962367,-0.0036393720976657354,-0.10418797791717047
676130,1210,-0.006003798712504975,-0.003601105460352953,-0.004444214165496619,-0.001559584547008355,0.6283728513210521,-0.018574314767651746,-0.003295720287769193,-0.07814182064270349
621244,2889,-0.009093269203458836,-0.002864416727289437,-0.0043904005898052385,-0.0047028686136535965,0.633349361337099,-0.017181448769769004,-0.002428757672187401,-0.09257306972721295
572403,150,0.00027087816897359765,-0.0036378127703458395,-0.004361371216824372,0.004632249385797969,0.6802216603998857,-0.008887071238220006,-0.004536788419668176,-0.08108133846540574
596112,236,-0.0034082934896218975,-0.0041921080751106095,-0.004293326684826419,0.0008850331952045217,0.6718040418175181,-0.015439239089321502,-0.0038017672680070577,-0.07013096918036793
676974,861,-0.006832838999387027,-0.002829533340498359,-0.004249194090550352,-0.0025836449088366747,0.6278028874692579,-0.014616857422038,-0.004044100603113222,-0.09739233677094815
702056,81,-0.01078722953550713,-0.003254104310665376,-0.0042154762819900235,-0.006571753253517105,0.5094037266607855,-0.022406240892864252,-0.002720023610044687,-0.0655135039999713
660906,133,-0.00531013568757891,-0.0036289561949865027,-0.004127898593173616,-0.0011822370944052948,0.5601669448659414,-0.01717888242924701,-0.0026309478307954787,-0.09230485293442608
695549,377,-0.006950352585886366,-0.002882210099125391,-0.004114700977840876,-0.002835651608045491,0.5417080367449147,-0.014074408300601235,-0.0038380420961800056,-0.0977578493585451
666214,1651,-0.007087876404813535,-0.0032179271194353034,-0.00411146711366443,-0.002976409291149105,0.5939336913641744,-0.01751050519079094,-0.003700777487673593,-0.08538897066599431
642216,382,-0.006017843921816403,-0.0034100864396533347,-0.00409718512660493,-0.0019206587952114728,0.7178567999294732,-0.013741230950866044,-0.0008084294234719039,-0.09469308504505504
605513,385,-0.010653135538617615,-0.002824851834007586,-0.004083272484307083,-0.006569863054310531,0.6700480564315685,-0.02209921084442655,-0.005189341548138856,-0.09063538307428828
543135,2364,-0.00915518126048815,-0.0026867521174719572,-0.004046482011169256,-0.005108699249318895,0.6337072528471412,-0.01582581929248776,-0.0033985193625610155,-0.09448248942550312
647315,388,-0.006443257295932619,-0.002954808236865562,-0.004025682131485762,-0.0024175751644468554,0.6571765472456325,-0.014510136680922964,-0.0038452930889802017,-0.09795969271733829
676879,591,-0.006973701904998599,-0.002878784287414806,-0.00398698799873722,-0.0029867139062613804,0.6681316731646145,-0.017373020438935703,-0.003057045378057959,-0.09102989198746256
675989,229,-0.008079658276383829,-0.0026008211034767646,-0.0039664538556579134,-0.0041132044207259156,0.6757446277543755,-0.018648865059426346,-0.0032584564306294608,-0.08689399895144943
663773,532,-0.005090613927190532,-0.0028627015069860474,-0.003964817650315057,-0.001125796276875474,0.6918381818568718,-0.012072408851197109,-0.0026468060210449494,-0.09674683239250577
622072,585,-0.008256632594894293,-0.0020433329993247633,-0.003920726450100385,-0.004335906144793907,0.7004216345208296,-0.015611932154708097,-0.004929001820709531,-0.09543483479434582
594798,1342,-0.007564742150702758,-0.0029100458078503886,-0.003912188416896823,-0.003652553733805935,0.5481872190076679,-0.017053781633242268,-0.0033891177488565125,-0.08430673331155579
606160,1008,-0.005894668141824841,-0.0030841931115678212,-0.003898472482567096,-0.0019961956592577457,0.6114409586813917,-0.019769315141485267,-0.005562555759317999,-0.07674377242744763
676917,370,-0.007133148530599246,-0.002723963226080488,-0.003892276413234888,-0.0032408721173643575,0.6116324123639796,-0.015373428257042309,-0.004203616766678802,-0.0860550104094394
800048,274,-0.01170520267888266,-0.0029025965533018188,-0.0038906904167618104,-0.007814512262120848,0.5748383477651102,-0.01752655922600937,-0.0016560033255039023,-0.09472138169296401
643377,1239,-0.007544568091510224,-0.0027110832110996317,-0.0038016066934382837,-0.0037429613980719404,0.6105008449417686,-0.01631312124156256,-0.00236292720978631,-0.08141759271342593
606996,282,-0.009383551187169551,-0.002104608231349664,-0.0037979666874975813,-0.005585584499671969,0.6090754516236426,-0.017085509481633104,-0.0026395769079084123,-0.08920227382259377
641835,551,-0.008843194588780297,-0.002421321507508886,-0.0037899509978654416,-0.005053243590914855,0.6135219472821689,-0.017299480503381575,-0.004671193659710188,-0.09136520599391929
666619,265,-0.010319439475259951,-0.0016950384310095584,-0.003766135095269317,-0.006553304379990634,0.6831347849571612,-0.016657418837786403,-0.0027182899319660517,-0.09779384885684635
669456,355,-0.003253867394158607,-0.0027186031217469736,-0.003729971240101912,0.0004761038459433053,0.6441954043828843,-0.012681451821165651,-0.004607733382708364,-0.08129144433270336
608648,79,-0.003237553730460817,-0.0023990255156432225,-0.0037017851015791405,0.0004642313711183239,0.6911647823209964,-0.017649319223104684,-0.002716733651682002,-0.06515887591933306
477132,1228,-0.004725833878566772,-0.00313581823818171,-0.003639771690545513,-0.001086062188021259,0.6128313787920708,-0.01275784341565508,-0.0039475614825135955,-0.09617916623875333
668941,894,-0.008223024627127618,-0.0020324808592437392,-0.0036328708639903257,-0.0045901537631372925,0.6839866914391101,-0.017101765900803645,-0.004448646717287012,-0.09775484311958182
