transition,n,baseline_r2,full_r2,delta_r2,distortion_coef,distortion_pvalue,stuffgrade_ctrl_r2,distortion_coef_ctrl,distortion_pvalue_ctrl
2024->2025,328,0.018483706068154415,0.01923473212948601,0.0007510260613315944,0.09623029981382161,0.6182090538337804,0.0956136700351563,0.03865687381175538,0.8353553080668983
