feature,coef,std_err,t,p_value,ci_lower,ci_upper
Intercept,-0.09086029180908294,0.007352185460397882,-12.358269836703196,4.395147073452019e-35,-0.10527031051912182,-0.07645027309904405
pfx_arm,0.005336681485509539,0.00037407964251550665,14.26616388323863,3.556090914019128e-46,0.004603498858829528,0.0060698641121895505
pfx_z,0.05576955340501943,0.017836512282089195,3.126707313795942,0.0017677581987678734,0.020810631722318278,0.09072847508772058
release_speed,0.0010847708566914921,7.837597026467616e-05,13.840605137368174,1.4498090983652833e-43,0.0009311567777193447,0.0012383849356636396
release_extension,-0.0017258023797201226,0.0006609569153785363,-2.611066379011617,0.009026037228681737,-0.003021254129194742,-0.00043035063024550327
arm_angle,-0.00011497584142851397,2.2042220446099675e-05,-5.216164211299262,1.8266625236537228e-07,-0.00015817779964216174,-7.17738832148662e-05
ivb_transverse,-0.0035984016070903443,0.001430909689952212,-2.514765000445639,0.011911174902146444,-0.006402933064526055,-0.0007938701496546336
hb_transverse,-5.756784621276105e-06,2.4001840068861736e-05,-0.23984763687949676,0.8104483757176565,-5.2799526718935476e-05,4.128595747638327e-05
