batter_id,n_swings,mean_disruption_tax,mean_spatial_distortion_tax,mean_distortion_tax,mean_selection_tax,mean_distortion_share,mean_adjusted_disruption_tax,mean_miss_distortion_tax,mean_decision_cost
678545,189,-0.012478956548900182,0.0023856797134425077,0.0024410901457548187,-0.014920046694655,0.48051099333131797,-0.021839801888856706,0.00022115376894479824,-0.07525308262303942
605361,595,0.00407722482036973,0.002471318964806691,0.0024416892267192297,0.0016355355936505014,0.6826864917265834,-0.005346236865925125,-0.0033005896848052703,-0.08722845200934416
607208,2669,0.00637340422768019,0.0021904111198236937,0.002447703406126216,0.003925700821553974,0.637272777875261,-0.005345601070163318,-0.0038680270275859067,-0.07689451522577884
656941,2663,0.012389990649057542,0.0023909680355995804,0.0024832436294014368,0.009906747019656105,0.5922073997919215,-0.00022509043288413124,-0.004945218608394855,-0.08505266538874974
666176,2070,-0.0038389398049372466,0.003810633532702078,0.0024839325938481927,-0.006322872398785439,0.5487554738314421,-0.014770097445295076,-0.004472473795318586,-0.07567159913598698
679822,108,0.004238191040334532,0.003476885011585376,0.0025013096339375966,0.0017368814063969341,0.5740139860353797,-0.007555945583830236,0.0002050930655344193,-0.0802638993242956
519317,1672,0.0047794744325653634,0.002407683794075408,0.0025206391841879,0.0022588352483774634,0.6587259036947274,-0.00842626732793151,-0.0036237789252925286,-0.06925705278894734
658668,585,0.007237868855597375,0.0028601802124800227,0.0025228341077903746,0.004715034747807,0.6297890306773406,-0.0005781089918079326,-0.003984642561099744,-0.08257910569597965
666149,1102,-0.004431678158357869,0.004083017126894847,0.002538216230412388,-0.006969894388770257,0.5589551472927167,-0.014852038984289995,-0.002373172454405837,-0.07997371992734843
545361,1121,-0.008535436829474639,0.004184038405273102,0.002558735064936275,-0.011094171894410913,0.47685619064693785,-0.01600823397410809,-0.003200338376191425,-0.08914002455017281
690993,1683,-0.003829433960908064,0.003261754841370057,0.0026177587481290136,-0.006447192709037078,0.64126869984094,-0.014763939776761867,-0.0023329729252907416,-0.0824917503873723
683011,2719,0.002971659640035674,0.0027937630229110826,0.0026337850707226712,0.00033787456931300245,0.6472532598221081,-0.006032519005664384,-0.0029364416863678264,-0.08518068790596021
642715,3096,0.006959516973216098,0.002632544545225567,0.0026355759501890575,0.004323941023027041,0.6260157673261296,-0.003871696864234893,-0.004041298620560145,-0.08074189053458593
668901,1984,0.008135571507707738,0.0024554952939481586,0.002655497329258475,0.005480074178449263,0.6290596712926874,-0.0007551863049750902,-0.003729805594372289,-0.07814387017423652
691781,537,-0.004503368684963232,0.0041899632120854504,0.00268684067001193,-0.0071902093549751625,0.5888461736576678,-0.014605084230340062,-0.00398005366136544,-0.07802728459910674
453568,1100,0.004175979848386725,0.0033309046293484067,0.002688091042618618,0.0014878888057681075,0.7010237593337558,-0.0075951912323337116,-0.002608081637170146,-0.0742190225492411
656248,334,-0.0074431139449134915,0.004610154354181433,0.0027814890201997085,-0.0102246029651132,0.5796101292975802,-0.015118821884214042,-0.002926188440643926,-0.08416861781038101
694208,105,0.011860727985448334,0.002478921699692549,0.0027817640249428776,0.009078963960505457,0.6002024648660536,0.002049592577258672,-0.004275306573282252,-0.0858599693015817
669911,1678,0.0015247247108424085,0.003330732505160545,0.002787140072369947,-0.0012624153615275384,0.6058264037031954,-0.007698597066675743,-0.0037760627210189105,-0.07503044656988647
668942,1366,-0.0008980453242599199,0.004078619167130061,0.0027957682022664333,-0.003693813526526353,0.6232433032333874,-0.008800705411624773,-0.0032210739352399797,-0.09428406686121539
643565,1723,-0.011375736853442321,0.005176994995550162,0.0028290693392156205,-0.014204806192657942,0.5223895934630631,-0.01844847131709204,-0.003453091339669687,-0.09140027530884043
592178,474,0.0038417084213461907,0.0036814445946149656,0.0028372194112539794,0.0010044890100922113,0.5838269321505271,-0.008541347962437613,-0.0034467376854871376,-0.07530707726955367
663757,1489,0.01564325233761551,0.0030316636983818658,0.002843359671500158,0.012799892666115349,0.5545322865152073,0.010612053999104736,-0.0020880145196217202,-0.10319537620372282
691785,247,-0.0042809649551604845,0.005122747076739932,0.0028492592994272185,-0.0071302242545877035,0.5675306728725847,-0.012432772281307552,-0.0036986891250729006,-0.08356206056426224
624431,790,0.005867625136323204,0.002656338085747816,0.0028645874328136253,0.0030030377035095792,0.6169347609450528,-0.00859771596103336,-0.00118823211381795,-0.06977756841832682
678894,542,-0.006375284763373817,0.004966200240622022,0.0028684867006328195,-0.009243771464006637,0.6190443078724981,-0.017297709165264942,-0.0036939800380903632,-0.07911105816922855
663368,1017,0.0033377021360645764,0.0037799295766257905,0.002869179055581703,0.0004685230804828733,0.6983577685797407,-0.005134975098641895,-0.003325827977552437,-0.08623887560638416
502054,1809,0.00134924424193943,0.0041999657757245245,0.0029149629731972126,-0.0015657187312577826,0.6441726310082493,-0.005080936666579846,-0.0023176668523379553,-0.09433166710502652
641432,387,-0.006055537757336789,0.003823579951503978,0.0029409774510856493,-0.008996515208422439,0.5294611291762215,-0.017720230914849314,-0.0012662390665974148,-0.08320545606242401
641584,1327,-0.008338430850194397,0.0039616364592086175,0.0029437313472686966,-0.011282162197463093,0.5369890724517541,-0.01810639084094176,-0.0024667599768126475,-0.08443789742164028
677951,2965,-0.0008332229682363603,0.00432398572591164,0.002951973702738788,-0.003785196670975148,0.6212401976410856,-0.011770758333645725,-0.003930492573536028,-0.07571498158982858
680718,1321,-0.001183654121031801,0.003717877214501171,0.002958299743281294,-0.0041419538643130945,0.5959476512364988,-0.013236942620306578,-0.003414129194777596,-0.07385450950557415
691016,1605,0.0003064574065440218,0.003791615804168125,0.0029606045382424024,-0.0026541471316983804,0.6978081874827294,-0.010715009361049554,-0.0035325615059523764,-0.08165844321487278
702284,425,0.014686570173409363,0.0024396153624399383,0.002976349305585503,0.011710220867823858,0.5834052148984528,0.005345102986436202,-0.004729105238616035,-0.08734750762013331
666023,1573,-0.006482905771404855,0.005102958552401348,0.0030033605171726264,-0.009486266288577481,0.5760254175184681,-0.02011727445155772,-0.003963328668646195,-0.07698820839820905
