transition,bbm_n,bbm_baseline_r2,bbm_full_r2,bbm_delta_r2,bbm_coef,bbm_pvalue,xrv_n,xrv_baseline_r2,xrv_full_r2,xrv_delta_r2,xrv_coef,xrv_pvalue
2024->2025,299,0.5528949118981766,0.5550191909565015,0.002124279058324907,8.716748588271864,0.23550112475013224,328,0.32947727429962614,0.33388821154851245,0.004410937248886304,-0.11627408626347341,0.14333986859920334
