"pitcher_id","pitcher_full_name","pitch_type","Pitches","xRV_Residual","Distortion","Selection","pitch_label"
641656,"Ian Hamilton","SI",218,-0.004,0,-0.004,"Sinker"
641703,"Brent Honeywell","FF",175,-0.004,0,-0.004,"Four-Seam FB"
641712,"Dakota Hudson","FF",205,-0.004,0,-0.004,"Four-Seam FB"
642100,"Gabe Speier","SI",254,-0.004,0,-0.004,"Sinker"
642239,"Rob Zastryzny","FF",115,-0.004,0,-0.004,"Four-Seam FB"
642397,"Gregory Soto","SI",464,-0.004,0,-0.004,"Sinker"
650633,"Michael King","FF",514,-0.004,0,-0.003,"Four-Seam FB"
650633,"Michael King","SI",471,-0.004,0,-0.004,"Sinker"
655889,"Manuel Rodríguez","SI",150,-0.004,0,-0.004,"Sinker"
656302,"Dylan Cease","FF",1550,-0.004,0,-0.003,"Four-Seam FB"
656730,"Trevor Megill","FF",576,-0.004,0,-0.004,"Four-Seam FB"
656731,"Tylor Megill","SI",177,-0.004,0,-0.004,"Sinker"
656794,"Sean Newcomb","SI",154,-0.004,0,-0.004,"Sinker"
656849,"David Peterson","FF",597,-0.004,0,-0.004,"Four-Seam FB"
656849,"David Peterson","SI",671,-0.004,0,-0.004,"Sinker"
656876,"Drew Rasmussen","FF",472,-0.004,0,-0.004,"Four-Seam FB"
657277,"Logan Webb","FF",222,-0.004,0,-0.003,"Four-Seam FB"
657376,"Clarke Schmidt","SI",254,-0.004,-0.001,-0.003,"Sinker"
657585,"Reed Garrett","SI",177,-0.004,0,-0.005,"Sinker"
657612,"Tim Hill","FF",193,-0.004,-0.001,-0.004,"Four-Seam FB"
657649,"Jared Koenig","SI",490,-0.004,0,-0.004,"Sinker"
660853,"Enyel De Los Santos","FF",677,-0.004,0,-0.004,"Four-Seam FB"
661395,"Jhoan Duran","FS",237,-0.004,0,-0.004,"Splitter"
663362,"Matt Waldron","SI",223,-0.004,0,-0.004,"Sinker"
663372,"Ryan Feltner","FF",479,-0.004,0,-0.004,"Four-Seam FB"
663372,"Ryan Feltner","SI",187,-0.004,0,-0.004,"Sinker"
663436,"Davis Martin","SI",125,-0.004,-0.001,-0.003,"Sinker"
663455,"Konnor Pilkington","FF",133,-0.004,0,-0.004,"Four-Seam FB"
663554,"Casey Mize","FF",664,-0.004,0,-0.004,"Four-Seam FB"
663623,"Jake Irvin","SI",723,-0.004,0,-0.003,"Sinker"
663738,"Daniel Lynch IV","SI",115,-0.004,0,-0.004,"Sinker"
663776,"Patrick Sandoval","FF",208,-0.004,0,-0.004,"Four-Seam FB"
663978,"Chris Paddack","FF",855,-0.004,0,-0.004,"Four-Seam FB"
664076,"Garrett Cleavinger","SI",172,-0.004,0,-0.004,"Sinker"
664192,"Joey Lucchesi","SI",238,-0.004,0,-0.004,"Sinker"
664285,"Framber Valdez","SI",1214,-0.004,0,-0.004,"Sinker"
665625,"Elvis Peguero","SI",276,-0.004,0,-0.004,"Sinker"
666142,"Cole Ragans","FF",1074,-0.004,0,-0.003,"Four-Seam FB"
666214,"Joey Wentz","FF",681,-0.004,0,-0.003,"Four-Seam FB"
666277,"George Soriano","FF",233,-0.004,0,-0.004,"Four-Seam FB"
666808,"Camilo Doval","FC",388,-0.004,0,-0.004,"Cutter"
668820,"Max Kranick","FF",112,-0.004,0,-0.004,"Four-Seam FB"
668881,"Hunter Greene","FF",1409,-0.004,0,-0.004,"Four-Seam FB"
668909,"Gavin Williams","FF",1123,-0.004,0,-0.004,"Four-Seam FB"
669062,"Erik Miller","FF",312,-0.004,0,-0.004,"Four-Seam FB"
669302,"Logan Gilbert","FF",1087,-0.004,0,-0.004,"Four-Seam FB"
669358,"Shane Baz","FF",831,-0.004,0,-0.004,"Four-Seam FB"
669461,"Matthew Liberatore","SI",300,-0.004,0,-0.004,"Sinker"
669620,"Brady Basso","FF",136,-0.004,0,-0.004,"Four-Seam FB"
669711,"Greg Weissert","SI",281,-0.004,0,-0.004,"Sinker"
669721,"Davis Daniel","FF",192,-0.004,0,-0.004,"Four-Seam FB"
669724,"Brenan Hanifee","SI",393,-0.004,-0.001,-0.004,"Sinker"
669923,"George Kirby","FF",1177,-0.004,0,-0.003,"Four-Seam FB"
669947,"Jesse Scholtens","FF",190,-0.004,0,-0.004,"Four-Seam FB"
670059,"Colin Holderman","SI",282,-0.004,0,-0.004,"Sinker"
670167,"John Schreiber","FF",294,-0.004,0,-0.004,"Four-Seam FB"
671212,"Joe Boyle","FF",443,-0.004,0,-0.004,"Four-Seam FB"
671737,"Taj Bradley","FF",1103,-0.004,0,-0.004,"Four-Seam FB"
672456,"Keider Montero","SI",169,-0.004,0,-0.004,"Sinker"
676272,"Bobby Miller","FF",354,-0.004,0,-0.003,"Four-Seam FB"
676272,"Bobby Miller","SI",174,-0.004,0,-0.004,"Sinker"
676534,"Calvin Faucher","FF",187,-0.004,0,-0.004,"Four-Seam FB"
676664,"JP Sears","FF",1182,-0.004,0,-0.004,"Four-Seam FB"
676702,"Hunter Stratton","FF",219,-0.004,0,-0.004,"Four-Seam FB"
676755,"Isaac Mattson","FF",322,-0.004,0,-0.004,"Four-Seam FB"
676917,"Cade Cavalli","FF",115,-0.004,0,-0.004,"Four-Seam FB"
676979,"Garrett Crochet","FF",1136,-0.004,0,-0.003,"Four-Seam FB"
677944,"Slade Cecconi","FF",860,-0.004,0,-0.003,"Four-Seam FB"
677944,"Slade Cecconi","SI",104,-0.004,0,-0.003,"Sinker"
677955,"Jaden Hill","SI",106,-0.004,0,-0.003,"Sinker"
678022,"Jack Perkins","FF",114,-0.004,0,-0.004,"Four-Seam FB"
678394,"Brayan Bello","FF",364,-0.004,0,-0.004,"Four-Seam FB"
679525,"Alec Marsh","SI",170,-0.004,0,-0.004,"Sinker"
680736,"Justin Wrobleski","FF",330,-0.004,0,-0.004,"Four-Seam FB"
680880,"Grant Holman","FF",138,-0.004,0,-0.004,"Four-Seam FB"
681217,"Chase Silseth","FF",110,-0.004,0,-0.004,"Four-Seam FB"
681517,"Kyle Leahy","FF",297,-0.004,0,-0.004,"Four-Seam FB"
681676,"Ryan Fernandez","FF",275,-0.004,0,-0.004,"Four-Seam FB"
681857,"Reese Olson","FF",385,-0.004,0,-0.003,"Four-Seam FB"
681857,"Reese Olson","SI",363,-0.004,0,-0.004,"Sinker"
681892,"Kody Funderburk","FC",247,-0.004,0,-0.003,"Cutter"
682847,"Luis L. Ortiz","FF",512,-0.004,0,-0.003,"Four-Seam FB"
683003,"Jared Jones","FF",444,-0.004,0,-0.004,"Four-Seam FB"
685107,"Anthony Veneziano","FF",144,-0.004,0,-0.004,"Four-Seam FB"
686610,"Ken Waldichuk","FF",309,-0.004,0,-0.004,"Four-Seam FB"
686613,"Hunter Brown","FF",1115,-0.004,0,-0.004,"Four-Seam FB"
686799,"Jack Kochanowicz","SI",740,-0.004,-0.001,-0.003,"Sinker"
687064,"Brandon Young","FF",191,-0.004,0,-0.004,"Four-Seam FB"
687223,"Carson Palmquist","FF",164,-0.004,0,-0.004,"Four-Seam FB"
687765,"Mitch Spence","SI",197,-0.004,0,-0.004,"Sinker"
687798,"Nick Robertson","FF",110,-0.004,0,-0.004,"Four-Seam FB"
687911,"Bryan King","FF",423,-0.004,0,-0.003,"Four-Seam FB"
689147,"Orion Kerkering","FF",287,-0.004,0,-0.004,"Four-Seam FB"
689225,"Beau Brieske","FF",427,-0.004,0,-0.004,"Four-Seam FB"
693312,"Kyle Nicolas","FF",420,-0.004,0,-0.004,"Four-Seam FB"
694037,"Daniel Palencia","FF",493,-0.004,0,-0.004,"Four-Seam FB"
694477,"Chad Patrick","FF",224,-0.004,0,-0.004,"Four-Seam FB"
694813,"Gavin Stone","FF",238,-0.004,0,-0.004,"Four-Seam FB"
700363,"AJ Smith-Shawver","FF",194,-0.004,0,-0.004,"Four-Seam FB"
700669,"Gordon Graceffo","FF",175,-0.004,0,-0.003,"Four-Seam FB"
701643,"Grant Hartwig","SI",126,-0.004,0,-0.003,"Sinker"
701656,"Logan Henderson","FF",109,-0.004,0,-0.004,"Four-Seam FB"
808963,"Roki Sasaki","FF",146,-0.004,0,-0.004,"Four-Seam FB"
829272,"Shinnosuke Ogasawara","FF",119,-0.004,0,-0.004,"Four-Seam FB"
425844,"Zack Greinke","FF",110,-0.003,0,-0.002,"Four-Seam FB"
445926,"Jesse Chavez","FC",256,-0.003,0,-0.003,"Cutter"
453286,"Max Scherzer","CU",170,-0.003,-0.002,-0.001,"Curveball"
456501,"Johnny Cueto","FF",184,-0.003,0,-0.002,"Four-Seam FB"
500779,"Jose Quintana","CU",464,-0.003,-0.001,-0.001,"Curveball"
500779,"Jose Quintana","SI",847,-0.003,0,-0.003,"Sinker"
502085,"David Robertson","FC",452,-0.003,0,-0.003,"Cutter"
518617,"Jake Diekman","FF",187,-0.003,0,-0.003,"Four-Seam FB"
519151,"Ryan Pressly","FF",287,-0.003,0,-0.003,"Four-Seam FB"
542888,"Shawn Armstrong","FF",401,-0.003,0,-0.002,"Four-Seam FB"
543037,"Gerrit Cole","FF",676,-0.003,0,-0.003,"Four-Seam FB"
543243,"Sonny Gray","FF",699,-0.003,0,-0.002,"Four-Seam FB"
543294,"Kyle Hendricks","CU",132,-0.003,-0.002,-0.001,"Curveball"
543294,"Kyle Hendricks","FF",305,-0.003,0,-0.003,"Four-Seam FB"
543518,"Scott McGough","FF",247,-0.003,0,-0.003,"Four-Seam FB"
547179,"Michael Lorenzen","FF",611,-0.003,0,-0.003,"Four-Seam FB"
547179,"Michael Lorenzen","SI",433,-0.003,0,-0.003,"Sinker"
548389,"Ross Stripling","FF",235,-0.003,0,-0.003,"Four-Seam FB"
571945,"Miles Mikolas","SI",647,-0.003,0,-0.003,"Sinker"
571948,"Hoby Milner","ST",235,-0.003,-0.001,-0.003,"Sweeper"
572020,"James Paxton","FF",637,-0.003,0,-0.003,"Four-Seam FB"
573186,"Marcus Stroman","SI",568,-0.003,0,-0.003,"Sinker"
592773,"Ryne Stanek","FF",746,-0.003,0,-0.003,"Four-Seam FB"
592791,"Jameson Taillon","SI",237,-0.003,0,-0.003,"Sinker"
592836,"Taijuan Walker","SI",397,-0.003,0,-0.003,"Sinker"
594902,"Ben Lively","FF",439,-0.003,0,-0.003,"Four-Seam FB"
595345,"Steven Okert","FF",343,-0.003,0,-0.003,"Four-Seam FB"
600986,"Thyago Vieira","SI",121,-0.003,0,-0.003,"Sinker"
605135,"Chris Bassitt","FC",595,-0.003,0,-0.003,"Cutter"
605154,"John Brebbia","FF",361,-0.003,0,-0.003,"Four-Seam FB"
605182,"Mike Clevinger","FF",304,-0.003,0,-0.003,"Four-Seam FB"
605288,"Adrian Houser","FF",296,-0.003,0,-0.003,"Four-Seam FB"
605347,"Jorge López","SI",225,-0.003,0,-0.002,"Sinker"
605447,"Jordan Romano","FF",197,-0.003,0,-0.003,"Four-Seam FB"
606160,"Rafael Montero","SI",132,-0.003,0,-0.003,"Sinker"
606930,"Jacob Barnes","FF",346,-0.003,0,-0.002,"Four-Seam FB"
607179,"Jordan Weems","FF",353,-0.003,0,-0.003,"Four-Seam FB"
607192,"Tyler Glasnow","FF",841,-0.003,0,-0.003,"Four-Seam FB"
607259,"Nick Martinez","SI",448,-0.003,0,-0.003,"Sinker"
607625,"Seth Lugo","SI",524,-0.003,0,-0.003,"Sinker"
608331,"Max Fried","FC",514,-0.003,0,-0.002,"Cutter"
608372,"Tomoyuki Sugano","FF",216,-0.003,0,-0.003,"Four-Seam FB"
608566,"Germán Márquez","SI",204,-0.003,0,-0.003,"Sinker"
608665,"Kendall Graveman","SI",110,-0.003,-0.001,-0.003,"Sinker"
608678,"Dominic Leone","FF",125,-0.003,0,-0.003,"Four-Seam FB"
608717,"Chris Stratton","FF",335,-0.003,0,-0.003,"Four-Seam FB"
621111,"Walker Buehler","FF",340,-0.003,0,-0.003,"Four-Seam FB"
621121,"Lance McCullers Jr.","SI",100,-0.003,0,-0.002,"Sinker"
621237,"José Alvarado","SI",440,-0.003,0,-0.003,"Sinker"
621244,"José Berríos","SI",933,-0.003,0,-0.003,"Sinker"
621383,"Tanner Banks","SL",467,-0.003,0,-0.002,"Slider"
622072,"Alex Wood","SI",243,-0.003,0,-0.003,"Sinker"
622491,"Luis Castillo","FF",1719,-0.003,0,-0.003,"Four-Seam FB"
622554,"Seranthony Domínguez","SI",200,-0.003,0,-0.003,"Sinker"
622786,"Jesus Tinoco","SI",144,-0.003,0,-0.002,"Sinker"
623465,"Evan Phillips","FC",124,-0.003,0,-0.003,"Cutter"
624133,"Ranger Suarez","FF",392,-0.003,0,-0.002,"Four-Seam FB"
624133,"Ranger Suarez","SI",645,-0.003,0,-0.003,"Sinker"
628452,"Raisel Iglesias","FF",388,-0.003,0,-0.003,"Four-Seam FB"
641656,"Ian Hamilton","FF",124,-0.003,0,-0.003,"Four-Seam FB"
641835,"Tim Mayza","SI",395,-0.003,0,-0.003,"Sinker"
642207,"Devin Williams","FF",365,-0.003,0,-0.003,"Four-Seam FB"
642232,"Ryan Yarbrough","ST",385,-0.003,-0.001,-0.002,"Sweeper"
642546,"Jonathan Hernández","SI",149,-0.003,0,-0.002,"Sinker"
643410,"Mark Leiter Jr.","SI",302,-0.003,0,-0.002,"Sinker"
643511,"Tyler Rogers","SL",335,-0.003,0,-0.002,"Slider"
647336,"Michael Soroka","FF",551,-0.003,0,-0.002,"Four-Seam FB"
656240,"Scott Blewett","FF",157,-0.003,0,-0.003,"Four-Seam FB"
656464,"Kevin Ginkel","FF",475,-0.003,0,-0.003,"Four-Seam FB"
656529,"Sam Hentges","FF",111,-0.003,0,-0.003,"Four-Seam FB"
656550,"Grant Holmes","FF",433,-0.003,0,-0.003,"Four-Seam FB"
656557,"Tanner Houck","SI",581,-0.003,0,-0.003,"Sinker"
656794,"Sean Newcomb","FF",334,-0.003,0,-0.003,"Four-Seam FB"
656848,"Michael Petersen","FF",233,-0.003,0,-0.003,"Four-Seam FB"
657024,"Erik Swanson","FF",250,-0.003,0,-0.003,"Four-Seam FB"
657053,"Touki Toussaint","FF",122,-0.003,0,-0.003,"Four-Seam FB"
657097,"Jacob Webb","FF",543,-0.003,0,-0.003,"Four-Seam FB"
657508,"Mike Baumann","KC",202,-0.003,0,-0.003,"Knuckle-Curve"
658648,"Pedro Avila","CU",131,-0.003,-0.001,-0.002,"Curveball"
661527,"Seth Martinez","FF",141,-0.003,0,-0.002,"Four-Seam FB"
663423,"Trent Thornton","FF",249,-0.003,0,-0.003,"Four-Seam FB"
663436,"Davis Martin","FF",460,-0.003,0,-0.003,"Four-Seam FB"
663460,"Kris Bubic","FF",408,-0.003,0,-0.003,"Four-Seam FB"
663485,"Cole Sands","FF",355,-0.003,0,-0.002,"Four-Seam FB"
663574,"Tony Santillan","FF",576,-0.003,0,-0.003,"Four-Seam FB"
663623,"Jake Irvin","FF",1135,-0.003,0,-0.002,"Four-Seam FB"
663687,"Hogan Harris","CU",194,-0.003,-0.001,-0.002,"Curveball"
663704,"James McArthur","SI",170,-0.003,0,-0.003,"Sinker"
663855,"Jordan Hicks","FF",106,-0.003,0,-0.003,"Four-Seam FB"
663941,"Tristan Beck","FF",240,-0.003,0,-0.003,"Four-Seam FB"
663947,"Tyler Holton","SI",269,-0.003,0,-0.003,"Sinker"
664139,"Ian Gibaut","FC",120,-0.003,0,-0.003,"Cutter"
664747,"Alexis Díaz","FF",377,-0.003,0,-0.003,"Four-Seam FB"
664854,"Ryan Helsley","FF",464,-0.003,0,-0.003,"Four-Seam FB"
665152,"Dean Kremer","FF",902,-0.003,0,-0.003,"Four-Seam FB"
665660,"Elvis Alvarado","FF",174,-0.003,0,-0.003,"Four-Seam FB"
666129,"Braxton Garrett","FC",115,-0.003,0,-0.003,"Cutter"
666200,"Jesús Luzardo","FF",834,-0.003,0,-0.003,"Four-Seam FB"
666745,"Jhony Brito","FF",102,-0.003,0,-0.003,"Four-Seam FB"
666808,"Camilo Doval","SI",181,-0.003,0,-0.003,"Sinker"
666974,"Yennier Cano","SI",525,-0.003,0,-0.003,"Sinker"
667755,"José Soriano","FF",260,-0.003,0,-0.003,"Four-Seam FB"
667755,"José Soriano","SI",1021,-0.003,0,-0.002,"Sinker"
668390,"Cole Winn","FF",131,-0.003,0,-0.003,"Four-Seam FB"
668678,"Zac Gallen","FF",1233,-0.003,0,-0.003,"Four-Seam FB"
669084,"DL Hall","FF",296,-0.003,0,-0.003,"Four-Seam FB"
669093,"Jeremiah Estrada","FF",677,-0.003,0,-0.003,"Four-Seam FB"
669160,"Dustin May","FF",166,-0.003,0,-0.002,"Four-Seam FB"
669160,"Dustin May","SI",307,-0.003,0,-0.003,"Sinker"
669432,"Trevor Rogers","SI",317,-0.003,0,-0.003,"Sinker"
669461,"Matthew Liberatore","FF",553,-0.003,0,-0.003,"Four-Seam FB"
669622,"Anthony Bender","SI",218,-0.003,0,-0.003,"Sinker"
669674,"Sam Long","FF",315,-0.003,0,-0.003,"Four-Seam FB"
669713,"Hayden Wesneski","FF",324,-0.003,0,-0.003,"Four-Seam FB"
669923,"George Kirby","SL",387,-0.003,0,-0.003,"Slider"
670046,"Kenny Rosenberg","FF",175,-0.003,0,-0.003,"Four-Seam FB"
670912,"Johan Oviedo","FF",340,-0.003,0,-0.003,"Four-Seam FB"
671096,"Andrew Abbott","FF",1360,-0.003,0,-0.003,"Four-Seam FB"
671106,"Logan Allen","FF",820,-0.003,0,-0.003,"Four-Seam FB"
672282,"Reid Detmers","FF",717,-0.003,0,-0.002,"Four-Seam FB"
672335,"Cionel Pérez","SI",289,-0.003,0,-0.003,"Sinker"
672710,"Roansy Contreras","FF",220,-0.003,0,-0.003,"Four-Seam FB"
672851,"Joan Adon","FF",185,-0.003,0,-0.003,"Four-Seam FB"
674370,"Osvaldo Bido","SI",169,-0.003,0,-0.002,"Sinker"
676508,"Ben Casparius","FC",146,-0.003,0,-0.002,"Cutter"
676710,"Kutter Crawford","FF",674,-0.003,0,-0.003,"Four-Seam FB"
676879,"Aaron Ashby","SI",314,-0.003,0,-0.003,"Sinker"
676962,"Ben Brown","FF",601,-0.003,0,-0.003,"Four-Seam FB"
676979,"Garrett Crochet","SI",242,-0.003,0,-0.003,"Sinker"
677053,"Andrew Nardi","FF",364,-0.003,0,-0.003,"Four-Seam FB"
677944,"Slade Cecconi","CU",193,-0.003,-0.001,-0.002,"Curveball"
677960,"Ryan Weathers","SI",101,-0.003,0,-0.003,"Sinker"
679525,"Alec Marsh","FF",506,-0.003,0,-0.003,"Four-Seam FB"
680573,"Simeon Woods Richardson","FF",856,-0.003,0,-0.003,"Four-Seam FB"
680694,"Kyle Bradish","FF",133,-0.003,0,-0.003,"Four-Seam FB"
680735,"Austin Cox","FF",123,-0.003,0,-0.003,"Four-Seam FB"
680742,"Jonathan Bowlan","FF",143,-0.003,0,-0.003,"Four-Seam FB"
681035,"Christian Scott","FF",208,-0.003,0,-0.003,"Four-Seam FB"
681869,"Shawn Dubin","FF",208,-0.003,0,-0.003,"Four-Seam FB"
681882,"Colin Selby","SI",131,-0.003,0,-0.003,"Sinker"
682052,"Jacob Lopez","FF",280,-0.003,0,-0.003,"Four-Seam FB"
682243,"Bryce Miller","SI",369,-0.003,0,-0.003,"Sinker"
682825,"Luis Mey","SI",112,-0.003,0,-0.002,"Sinker"
682990,"Quinn Priester","FF",121,-0.003,0,-0.003,"Four-Seam FB"
683232,"Nick Mears","FF",581,-0.003,0,-0.003,"Four-Seam FB"
684320,"Yariel Rodríguez","FF",420,-0.003,0,-0.003,"Four-Seam FB"
685126,"Brandon Eisert","FF",152,-0.003,0,-0.003,"Four-Seam FB"
685326,"McCade Brown","FF",124,-0.003,0,-0.003,"Four-Seam FB"
686563,"Jonathan Cannon","SI",398,-0.003,0,-0.003,"Sinker"
686930,"Mason Barnett","FF",108,-0.003,0,-0.003,"Four-Seam FB"
687134,"Bradley Blalock","FF",334,-0.003,0,-0.003,"Four-Seam FB"
689225,"Beau Brieske","SI",168,-0.003,0,-0.003,"Sinker"
689690,"Alek Jacob","FF",130,-0.003,0,-0.003,"Four-Seam FB"
690925,"Clayton Beeter","FF",109,-0.003,0,-0.003,"Four-Seam FB"
690953,"Mick Abel","FF",152,-0.003,0,-0.002,"Four-Seam FB"
690986,"Kyle Harrison","FF",865,-0.003,0,-0.003,"Four-Seam FB"
694297,"Brandon Pfaadt","FF",918,-0.003,0,-0.003,"Four-Seam FB"
694297,"Brandon Pfaadt","SI",646,-0.003,0,-0.003,"Sinker"
700187,"Troy Taylor","FF",100,-0.003,0,-0.002,"Four-Seam FB"
701542,"Will Warren","SI",283,-0.003,0,-0.003,"Sinker"
448179,"Rich Hill","CU",138,-0.002,-0.001,-0.001,"Curveball"
458681,"Lance Lynn","FF",765,-0.002,0,-0.002,"Four-Seam FB"
500779,"Jose Quintana","SV",169,-0.002,-0.001,-0.001,"Slurve"
502043,"Kyle Gibson","FF",172,-0.002,0,-0.002,"Four-Seam FB"
502085,"David Robertson","KC",203,-0.002,0,-0.002,"Knuckle-Curve"
502624,"Chase Anderson","FF",115,-0.002,0,-0.002,"Four-Seam FB"
506433,"Yu Darvish","FF",230,-0.002,0,-0.001,"Four-Seam FB"
518585,"Fernando Cruz","FF",274,-0.002,0,-0.002,"Four-Seam FB"
518886,"Craig Kimbrel","FF",489,-0.002,0,-0.002,"Four-Seam FB"
518886,"Craig Kimbrel","KC",162,-0.002,-0.001,-0.001,"Knuckle-Curve"
543243,"Sonny Gray","SI",501,-0.002,0,-0.002,"Sinker"
543859,"Michael Tonkin","FF",548,-0.002,0,-0.002,"Four-Seam FB"
554340,"Yimi García","FF",286,-0.002,0,-0.002,"Four-Seam FB"
570632,"José Ureña","SI",561,-0.002,0,-0.002,"Sinker"
571510,"Matthew Boyd","CH",432,-0.002,0,-0.002,"Changeup"
571510,"Matthew Boyd","CU",106,-0.002,-0.001,-0.001,"Curveball"
571578,"Patrick Corbin","SI",967,-0.002,0,-0.002,"Sinker"
571656,"Buck Farmer","SI",121,-0.002,0,-0.002,"Sinker"
571670,"Dylan Floro","FF",107,-0.002,0,-0.002,"Four-Seam FB"
571882,"Derek Law","FF",144,-0.002,0,-0.002,"Four-Seam FB"
571946,"Shelby Miller","FF",474,-0.002,0,-0.002,"Four-Seam FB"
571948,"Hoby Milner","FF",216,-0.002,-0.001,-0.002,"Four-Seam FB"
572955,"Pierce Johnson","FF",203,-0.002,0,-0.002,"Four-Seam FB"
573009,"Joe Mantiply","SI",259,-0.002,0,-0.002,"Sinker"
592662,"Robbie Ray","FF",924,-0.002,0,-0.002,"Four-Seam FB"
592791,"Jameson Taillon","FF",873,-0.002,0,-0.002,"Four-Seam FB"
592836,"Taijuan Walker","FF",214,-0.002,0,-0.002,"Four-Seam FB"
592866,"Trevor Williams","CH",205,-0.002,-0.001,-0.002,"Changeup"
592866,"Trevor Williams","SL",126,-0.002,0,-0.001,"Slider"
593423,"Frankie Montas","SI",286,-0.002,0,-0.002,"Sinker"
593974,"Wandy Peralta","SI",362,-0.002,0,-0.002,"Sinker"
594580,"Sam Moll","FF",217,-0.002,0,-0.002,"Four-Seam FB"
594580,"Sam Moll","SI",127,-0.002,0,-0.002,"Sinker"
594798,"Jacob deGrom","FF",702,-0.002,0,-0.002,"Four-Seam FB"
596295,"Austin Gomber","FF",693,-0.002,0,-0.002,"Four-Seam FB"
605130,"Scott Barlow","FF",252,-0.002,0,-0.002,"Four-Seam FB"
605177,"Andrew Chafin","SI",337,-0.002,0,-0.002,"Sinker"
605347,"Jorge López","FF",145,-0.002,0,-0.001,"Four-Seam FB"
605397,"Joe Musgrove","FF",185,-0.002,0,-0.002,"Four-Seam FB"
605463,"Tayler Scott","ST",154,-0.002,0,-0.001,"Sweeper"
605513,"Spencer Turnbull","FF",150,-0.002,0,-0.002,"Four-Seam FB"
605540,"Brandon Woodruff","SI",221,-0.002,0,-0.002,"Sinker"
607200,"Erick Fedde","FC",725,-0.002,0,-0.002,"Cutter"
607259,"Nick Martinez","CU",186,-0.002,0,-0.002,"Curveball"
607259,"Nick Martinez","FF",537,-0.002,0,-0.002,"Four-Seam FB"
607455,"Anthony Banda","FF",267,-0.002,0,-0.002,"Four-Seam FB"
607455,"Anthony Banda","SI",186,-0.002,0,-0.002,"Sinker"
607536,"Kyle Freeland","SI",371,-0.002,0,-0.002,"Sinker"
607625,"Seth Lugo","FF",619,-0.002,0,-0.002,"Four-Seam FB"
608032,"Carlos Estévez","FF",704,-0.002,0,-0.002,"Four-Seam FB"
608032,"Carlos Estévez","SL",288,-0.002,0,-0.001,"Slider"
608331,"Max Fried","CU",486,-0.002,0,-0.002,"Curveball"
608334,"Carson Fulmer","FF",180,-0.002,0,-0.002,"Four-Seam FB"
608334,"Carson Fulmer","SI",224,-0.002,0,-0.002,"Sinker"
608337,"Lucas Giolito","FF",680,-0.002,0,-0.002,"Four-Seam FB"
608718,"Brent Suter","CH",254,-0.002,-0.001,-0.001,"Changeup"
621051,"Steven Wilson","FF",282,-0.002,0,-0.002,"Four-Seam FB"
621053,"Tyler Ferguson","FF",353,-0.002,0,-0.002,"Four-Seam FB"
621107,"Zach Eflin","FF",207,-0.002,0,-0.002,"Four-Seam FB"
621112,"Paul Blackburn","FC",330,-0.002,0,-0.002,"Cutter"
621112,"Paul Blackburn","FF",130,-0.002,0,-0.002,"Four-Seam FB"
621244,"José Berríos","FF",507,-0.002,0,-0.002,"Four-Seam FB"
621345,"A.J. Minter","FF",206,-0.002,0,-0.002,"Four-Seam FB"
623167,"Chris Flexen","FF",742,-0.002,0,-0.002,"Four-Seam FB"
623437,"Justin Topa","FC",158,-0.002,0,-0.002,"Cutter"
625643,"Reynaldo López","CU",103,-0.002,-0.001,-0.001,"Curveball"
628708,"Yunior Marte","SI",117,-0.002,0,-0.002,"Sinker"
641540,"Dane Dunning","FC",326,-0.002,0,-0.002,"Cutter"
641585,"J.P. France","FF",243,-0.002,0,-0.002,"Four-Seam FB"
641778,"Eric Lauer","FF",421,-0.002,0,-0.002,"Four-Seam FB"
641793,"Zack Littell","FF",707,-0.002,0,-0.002,"Four-Seam FB"
642121,"Cole Sulser","FF",152,-0.002,0,-0.002,"Four-Seam FB"
642232,"Ryan Yarbrough","CH",297,-0.002,-0.001,-0.001,"Changeup"
642547,"Freddy Peralta","CU",302,-0.002,-0.001,-0.001,"Curveball"
642701,"Dennis Santana","FF",293,-0.002,0,-0.002,"Four-Seam FB"
643377,"Griffin Jax","SI",157,-0.002,0,-0.002,"Sinker"
650556,"Bryan Abreu","FF",601,-0.002,0,-0.002,"Four-Seam FB"
656288,"Griffin Canning","FF",713,-0.002,0,-0.002,"Four-Seam FB"
656427,"Jack Flaherty","KC",684,-0.002,-0.001,-0.002,"Knuckle-Curve"
656457,"Tyler Gilbert","SI",152,-0.002,0,-0.002,"Sinker"
656546,"Jeff Hoffman","SI",123,-0.002,0,-0.002,"Sinker"
656550,"Grant Holmes","FC",186,-0.002,0,-0.002,"Cutter"
656605,"Mitch Keller","FC",322,-0.002,0,-0.002,"Cutter"
656629,"Michael Kopech","FF",634,-0.002,0,-0.002,"Four-Seam FB"
656756,"Jordan Montgomery","FF",231,-0.002,0,-0.002,"Four-Seam FB"
657053,"Touki Toussaint","CU",173,-0.002,-0.001,-0.001,"Curveball"
657053,"Touki Toussaint","SI",177,-0.002,0,-0.002,"Sinker"
657277,"Logan Webb","ST",642,-0.002,-0.001,-0.001,"Sweeper"
657376,"Clarke Schmidt","FC",691,-0.002,0,-0.002,"Cutter"
657376,"Clarke Schmidt","KC",252,-0.002,0,-0.002,"Knuckle-Curve"
657508,"Mike Baumann","FF",271,-0.002,0,-0.002,"Four-Seam FB"
657746,"Joe Ryan","FF",1550,-0.002,0,-0.002,"Four-Seam FB"
